category,id,english,italian
items,183,Crystal Staff,scettro di cristallo
items,184,Staff of Darkness,bastone delle tenebre
items,185,Sage`s Staff,Bastone del saggio
items,186,Royal Rod,scettro reale
items,187,Leonine Greatsword,spada del leone
items,188,I188,Sparatankissimus
items,189,I189,Malevomazza
items,190,I190,Artigli d'ebano
items,191,I191,Lancia di Diablo
items,194,I194,Zampe
items,195,Crushing Tower,Ammucchiata
items,196,Miracle Sword,spada dei miracoli
items,197,Falcon Nail,Artigli di falco
items,198,Gent Staff,Bastone di Ghent
items,199,Dragon Claw,Artigli di drago
items,200,Jack-o`-lantern,Tridente di Gracos
items,201,Chainsaw,Frusta magica
items,212,Fire Crystal,Fiamma vivificante
items,213,Water Crystal,Lacrime di drago
items,214,Underworld Crystal,Cristallo del tempo
items,215,Plain Plate,Piastra delle pianure
items,216,Mountain Plate,Piastra delle montagne
items,217,Cliff Plate,Piastra delle rocce
items,218,Coast Plate,Piastra della costa
items,219,Underworld Ruins Plate,Piastra del dio della guerra
items,220,The Silver Sword,Spada ipernova
items,221,I221,Lama ardente
items,222,I222,Attizzatoio incandescente
items,223,I223,Lancia Aha
items,224,God`s Axe,Ascia galattica
items,225,I225,Spezzaspade
items,226,Fire Mace,Spaccastelle
items,227,I227,Spaccatensione
items,228,True Gringham Whip,Superfrusta di Gringham
items,229,Witch Whip,Frusta della strega
items,230,Ryuuzin Claw,Artigli di Xenlon
items,231,Core drill,Trivella centrale
items,232,Light staff,Bastone splendente
items,233,Lucky Stick,Bastone slime
items,234,Monster Egg,Uovo di mostro
items,235,I235,Polvere di Potenza gigante
items,236,I236,Bufferine gigante
items,237,I237,Acceleratonic gigante
items,238,I238,Pingium gigante
items,239,I239,Polvere di Sag gigante
items,240,I240,Sapperine gigante
items,241,I241,Deceleratonic gigante
items,242,I242,Dimium gigante
items,243,I243,Soma benedetto
items,244,Anti Slash Proof,Pergamena Spezzaspade
items,245,Anti Spell Proof,Pergamena Spezzamagie
items,246,Anti Breath Proof,Pergamena Spezzarespiro
items,247,Anti Recovery Proof,Pergamena Purificatrice
items,248,I248 Proof,Libro di Morrie
items,249,I249 Proof,Pergamena del Maestro del Cammino di battaglia
items,252,Crushed Metal Proof,'Manuale dell'ammazzametalli'
items,253,I253 Proof,'Il sigillo dello zero'
items,254,I254 Proof,'Manuale dell'ammazzagiganti'
places,0,Treepidation,Selvascura
places,1,Doubtback,Vastopiano
places,2,Iceolation,Gelandia
places,3,Cragravation,Precipizia
places,4,Unshore,Costa Ignota
places,5,Bemusoleum,Mausoleum
places,6,Dark World,Terranira
places,7,Pipisle,Isola Pipit
places,8,Albatross,Albatros
places,9,Monster Pen,Recinto mostri
places,10,Monster Scout Tournament,Torneo Monster Scout
places,11,World Monster Championship,Campionato mondiale dei mostri
places,12,Ultimate Master Cup,Coppa suprema dei maestri
places,13,Scout Arena,Arena Scout
places,14,Scout Arena Supreme,Arena Scout Suprema
places,15,Gold Bank,Banca Aurea
places,16,Gold Bank ATM,Banca Aurea
npcs,0,Archie Logg,Marcus Logos
npcs,1,Baboorood,Baboorood
npcs,2,Billie,Sira
npcs,3,Captain Mayday,Capitan Alex
npcs,4,Dr. Lump,Doc Syntex
npcs,5,Duke,Halb
npcs,6,ELder,Anziano
npcs,7,Elder,Anziano
npcs,8,Eugene Poole,Jim Jenius
npcs,9,Incarnus,Incarnus
npcs,10,Infantus,Infantus
npcs,11,King Sanguini,Re Sanguini
npcs,12,Kukri,Kukri
npcs,13,Lily Gilder,Lady Lidia
npcs,14,Marsha,Pupa
npcs,15,Maybellina,Maybellina
npcs,16,Melonie,Sheila
npcs,17,Miles,Rico
npcs,18,Moles,Talpe
npcs,19,Mynos the Elder,Mynos il Vecchio
npcs,20,Referee,Arbitro
npcs,21,Rory Bellows,Meck Nick
npcs,22,Sanguini,Sanguini
npcs,23,Solitaire,Solitaire
npcs,24,TIko,Tiko
npcs,25,The Countess,Contessa
npcs,26,Tiko,Tiko
